,country,year,healthcare,education,safety,environment,infrastructure,qol
159,Finland,2022,-0.8274512083715875,0.9820240562362349,-0.09206448465212537,0.5725291304251261,-0.3817159471322587,1.8330726646756654
166,France,2012,0.3321181740634746,0.288027554250378,-0.3867518299682286,-0.3662332089359106,1.546520938120503,0.4669272690320826
168,France,2014,0.46339017962215956,0.6005720781943629,-0.3715930787302007,-0.5226935988294167,1.55977185850737,0.21865661540070067
169,France,2015,0.4196328444359302,0.6842454153132259,-0.36261689974937455,-0.496616867180499,1.6432803004252567,0.09123728523009673
170,France,2016,0.3649361754531443,0.7568443401663559,3.2157032666138594,-0.47054013553158125,1.698558286514877,0.043947636919357866
171,France,2017,0.4415115120290464,0.8257517942642427,2.990627105230694,-0.44446340388266364,1.7743032184526495,0.1056868999917117
172,France,2018,0.49620818101183234,1.0103253320264387,3.2954508159265057,-0.5487703304783345,1.7193519280431173,0.2409878382141047
173,France,2019,0.5399655161980617,1.1641366134949356,3.25763789868925,-0.574847062127252,1.753299558272924,0.3355671348355836
174,France,2020,0.6384195203670738,1.3683979952850998,2.8489011772409145,-0.7573841836696759,0.7809616677392734,0.36972076972667406
175,France,2021,0.9884782018569055,1.5062129034808724,3.9452315273531497,-0.6530772570740051,1.0874219610051477,0.3657799657007789
176,France,2022,0.6056015189774041,1.5701983965717665,4.58786793306036,-0.7313074520207581,1.5313080486218982,0.33162633080968845
182,Germany,2011,-0.7618152055922435,-0.5302484631620245,3.1331315793565655,0.8072197152653854,4.023640671514132,0.21471581137480558
183,Germany,2012,-0.8930872111509315,-0.44903610654665854,3.143390069620367,0.8332964469143029,4.085055869308262,0.34607594557130344
185,Germany,2014,-1.1446918884717447,-0.5794680732319436,3.747663996111904,0.7811429836164673,4.315864572259247,0.4485368502445725
186,Germany,2015,1.0322355370431349,-0.5080996386305613,3.8372731298150495,0.7550662519675497,4.301195577217052,0.7690555776840282
187,Germany,2016,1.0103568694500187,-0.42196532100820283,4.142432683942117,0.7289895203186322,4.532528429281144,0.7125707199795337
188,Germany,2017,0.922842199077563,-0.3715152206865363,4.56965605972001,0.6507593253718789,4.564230475468149,0.7309611387670438
189,Germany,2018,0.8790848638913306,-0.31860413986137304,4.876220050014146,0.8072197152653854,4.652393433311684,0.757233165606344
190,Germany,2019,0.999417535653462,-0.21647344896629098,5.014908121512115,0.5986058620740438,4.755544901752666,0.8767708877251567
191,Germany,2020,0.8900241976878902,-0.05281824548381067,5.106593378244839,0.3899920088827021,2.626952018014269,0.9805453937403912
192,Germany,2021,0.8572061962982175,0.050542935663019116,5.034768680787718,0.44214547218053774,2.6434483548275054,0.8215996313626276
193,Germany,2022,-0.13827317918848542,0.03946852339728737,4.723792929055728,0.44214547218053774,3.9797916491339644,0.6350682408036006
199,Greece,2011,1.0650535384328077,-0.6717548421130417,-0.32746019874113863,0.5203756671272904,-0.4944151865753735,-0.3619551777478222
200,Greece,2012,0.6931161893498597,-0.5708546414697078,-0.32199511017798255,0.44214547218053774,-0.4955765717677743,-1.278848914439381
202,Greece,2014,0.6165408527739606,-0.3505968864068206,-0.31114126110422846,0.20745488734027848,-0.4942464536417016,-2.0381104900951406
203,Greece,2015,0.5071475148083889,-0.2533881565187303,-0.3121793226190179,0.10314796074460764,-0.4895057762180066,-1.8069166539093036
204,Greece,2016,0.5618441837911747,-0.14018305335791692,-0.3076149050760467,-0.0011589658510631894,-0.49032790051185454,-1.5520779935680968
205,Greece,2017,0.6712375217567466,-0.02943893070059945,-0.28152597671170665,0.10314796074460764,-0.49072819247152283,-1.3799962177706848
206,Greece,2018,0.8243881949085478,0.024702640376311123,-0.27033628420669714,-0.0011589658510631894,-0.4881505276550041,-1.4732619130501983
207,Greece,2019,0.9447208666706761,0.04192950390078326,-0.26931348830241936,-0.1576193557445692,-0.4831172601441973,-1.1737608070821823
208,Greece,2020,0.922842199077563,0.15636509731334525,-0.2810985396173816,-0.41838667223374604,-0.4999528578559865,-0.9005317279534656
209,Greece,2021,0.8681455300947771,0.3815448133832238,-0.29399798049969134,-0.3401564772869928,-0.500295708816958,-0.6049714260113437
210,Greece,2022,1.1635075426018198,0.4541437382363547,-0.2932804968056457,-0.3140797456380752,-0.4906169005365478,-0.6273026488247488
216,Hungary,2011,-0.7071185366094576,-1.1479545695395077,-0.38542372185371865,-0.5487703304783345,-0.2570115389615135,-1.925140774686153
217,Hungary,2012,-0.4226958578989715,-1.0187530931059703,-0.3972698356107273,-0.6270005254250874,-0.2531935075793858,-2.145825800136269
219,Hungary,2014,-0.40081719030585683,-0.8600198506304818,-0.38337813004516297,-0.7052307203718404,-0.2562055699485491,-2.1129857665871454
233,Ireland,2011,1.207264877788046,0.9389568974250556,-0.2086021552977497,1.3809078115415743,-0.45120878536812686,1.1499999668538734
234,Ireland,2012,1.2182042115846057,1.1050730814110323,-0.2267834974170762,1.3548310798926566,-0.45202911463076545,0.8767708877251567
236,Ireland,2014,1.1416288750087067,1.4594542739144492,-0.23469108366208977,1.3548310798926566,-0.44915885972713493,0.6981211052179199
237,Ireland,2015,1.2182042115846057,1.6194180066416852,-0.25468903343229776,1.4330612748394094,-0.4471071390549337,0.654772260933075
238,Ireland,2016,1.4916875564985352,1.7043218340122952,-0.24313296627500963,1.4591380064883275,-0.4414348404336251,0.7467243548706242
239,Ireland,2017,1.5135662240916483,1.8064525249073777,-0.22852377701539967,1.4852147381372451,-0.43661518163672197,0.7467243548706242
240,Ireland,2018,1.677656231040006,1.813835466417866,-0.20612912639486902,1.3548310798926566,-0.43220838001795214,0.8045228139170829
241,Ireland,2019,1.7214135662262353,1.8433672324598167,-0.1624389491106436,1.1983706899991506,-0.42843881447847487,0.9004157118805273
242,Ireland,2020,0.9884782018569024,2.1042311658303876,-0.13847194060741722,1.0940637634034798,-0.4861131672324771,0.888593299802842
243,Ireland,2021,1.207264877788049,2.491835595130999,-0.18407031920559377,1.146217226701315,-0.48704478843009075,0.8307948407563832
244,Ireland,2022,0.9447208666706761,2.537363734445674,-0.22272284502098819,0.989756836807809,-0.4539551831183174,0.6600266663009343
251,Italy,2012,0.014877493963315738,-1.6647604752736567,0.03992198383124745,-0.10546589244673378,1.0161592219969344,-0.5090785280479004
253,Italy,2014,0.15708883331855877,-1.5134101743086557,0.02261078151108266,-0.44446340388266364,1.0328296768374703,-0.6049714260113437
254,Italy,2015,0.21178550230134624,-1.4531161519730047,0.008383232514262921,-0.3923099405848282,1.0480874421163069,-0.5668769870943592
255,Italy,2016,1.2510222129742785,-1.417431934672314,0.0603321050852689,-0.41838667223374604,1.0419412552557497,-0.5839538045399039
256,Italy,2017,1.0103568694500218,-1.299304870504508,0.10841877819683776,-0.3662332089359106,1.0336320557880163,-0.536664156229165
257,Italy,2018,1.130689541212147,-1.2033266308681665,0.11508984999041096,-0.496616867180499,1.0653556423495314,-0.24373105697097389
258,Italy,2019,1.4588695551088624,-1.1491850597912554,0.09863352185889629,-0.5226935988294167,1.0944872038448537,-0.02830043688871701
259,Italy,2020,1.3713548847364068,-1.0975044692178406,0.0403341553150609,-0.6530772570740051,0.18155407615094635,0.0978052919399215
260,Italy,2021,1.4041728861260765,-1.060589761665401,-0.020865677225980234,-0.496616867180499,0.36446596134484843,0.07678767046848176
261,Italy,2022,1.2619615467708318,-1.0126006418472304,-0.031811119962804,-0.496616867180499,0.7267427500631254,-0.004655612733346416
267,Latvia,2011,-1.440053900978789,-0.39366404521799936,-0.44682200733141064,-1.0442282318077702,-0.48159507367873217,-2.162902617581815
268,Latvia,2012,-1.0681165518958458,-0.24354423450474627,-0.4348690343008207,-1.226765353350194,-0.4829233967735956,-1.7898398364637589
270,Latvia,2014,-1.811991250061734,-0.044204813721574816,-0.43567811165793596,-0.5487703304783345,-0.4838514279087907,-1.7215325666815802
271,Latvia,2015,-1.9104452542307475,0.09607107497769383,-0.42297712371227714,-0.6791539887229229,-0.48766586922849986,-1.1146487466937582
272,Latvia,2016,-1.768233914875506,0.19820176587277588,-0.4361971424153307,-0.9138445735631819,-0.48737327914138806,-0.7337043575239129
273,Latvia,2017,-2.2495646019240194,0.25603480770493053,-0.4312205533885461,-1.0963816951056058,-0.48689580083972095,-0.6246754461408192
274,Latvia,2018,-2.041717259789434,0.26218725896367046,-0.4370520166039808,-0.6791539887229229,-0.4855531174951833,-0.6154802367470635
275,Latvia,2019,-1.8666879190445183,0.376622852376232,-0.44089895045290634,-0.9138445735631819,-0.4848692106044496,-0.602344223327414
276,Latvia,2020,-1.8010519162651757,0.6141074709635914,-0.4466998824473178,-0.6270005254250874,-0.49521038540108225,-0.4946289132862855
277,Latvia,2021,-1.7244765796892767,0.7556138499146082,-0.45451587502926166,-0.3923099405848282,-0.49820449745815276,-0.3002159146754684
278,Latvia,2022,-1.636961909316818,0.8368262065299741,-0.45752320030004867,0.05099449744677246,-0.49012685701641573,-0.25686707039062345
284,Lithuania,2011,-0.47739252688175743,0.20435421713151586,-0.4424102458935556,-1.2789188166480296,-0.5108899830140984,-1.077867909118738
285,Lithuania,2012,-0.5649071972542146,0.3064849080265979,-0.43096103800984875,-1.226765353350194,-0.5106673991441483,-1.2906713265170653
287,Lithuania,2014,-0.4445745254920846,0.668249042040502,-0.43735732881421296,-1.1746118900523588,-0.5108917780453077,-0.756035580337317
288,Lithuania,2015,-1.1446918884717447,0.868818953075422,-0.43831906227644435,-1.0442282318077702,-0.511494908531624,-0.7823076071766173
289,Lithuania,2016,-0.8493298759647022,0.9278824851593244,-0.4419217463571841,-0.9399213052120997,-0.5112687345992554,-0.6653970877417332
290,Lithuania,2017,-0.7836938731853598,0.9930984685019671,-0.43682303244630666,-0.8616911102653465,-0.510802026484844,-0.5997170206434843
291,Lithuania,2018,-0.8712085435578153,1.1075340619145286,-0.4276941973603644,-0.7834609153185935,-0.5099242562235086,-0.34093755627638245
292,Lithuania,2019,-0.9040265449474881,1.3720894660403429,-0.42984664844250126,-0.7834609153185935,-0.5093390760492849,-0.25423986770669377
293,Lithuania,2020,-1.0462378843027296,1.4237700566137579,-0.43196856830361496,-0.8095376469675113,-0.5124857657591437,-0.2016958140280944
294,Lithuania,2021,-0.8930872111509315,1.5259007475088395,-0.4288391181487351,-0.8095376469675113,-0.5112112936005586,0.049202042287217224
295,Lithuania,2022,-0.3133025199333997,1.7498499733269708,-0.4298313828319897,-0.9659980368610173,-0.5102850574965727,0.4656136676901172
301,Luxembourg,2011,1.0431748708396882,0.491058445788794,-0.43195330269310334,3.779967123242001,-0.48562850880597286,0.8439308541760328
302,Luxembourg,2012,0.9665995342637892,0.6620965907817615,-0.4374183912562594,3.4670463434549887,-0.482952117272944,0.8478716582019279
304,Luxembourg,2014,0.45245084582560297,1.4065431930892862,-0.4128865551641035,2.6847443939874585,-0.4796995207217379,0.7060027132697089
305,Luxembourg,2015,0.10239216433577443,0.9180385631453407,-0.40548273406597307,2.3718236142004465,-0.47791705473092794,0.607482612622336
306,Luxembourg,2016,-0.3351811875265144,1.0890767081383084,-0.4160770677610298,2.1371330293601867,-0.4779834708856711,0.5969738018866162
307,Luxembourg,2017,-0.5649071972542146,0.8638969920684302,-0.43589183020509853,2.1371330293601867,-0.4771380111861026,0.6587130649589701
308,Luxembourg,2018,-0.23672718335750068,1.3093344632011965,-0.4310068348413836,2.267516687604775,-0.4764182036711834,0.8951613065126667
309,Luxembourg,2019,0.18990683470823,1.6834034997325804,-0.41215380585954625,2.189286492658023,-0.4733935760835552,1.089574305123485
310,Luxembourg,2020,0.3321181740634746,1.5788118283340025,-0.4063376082546232,1.3809078115415743,-0.49222165843763954,1.202544020532473
311,Luxembourg,2021,0.058634829149545084,2.0870043023059157,-0.4192523147474445,1.406984543190492,-0.4885095338968591,1.3076321278896716
312,Luxembourg,2022,-0.357059855119629,2.2568119570471366,-0.42210698391311546,0.8332964469143029,-0.47873917902477586,1.0764382917038342
352,Poland,2011,-0.11639451159536919,-0.8144917113158067,0.660972816275043,0.33783854558486687,-0.08918868611277615,-0.7954436205962668
353,Poland,2012,-0.16015184678159852,-0.6680633713577976,0.6888020242377064,0.2856850822870317,-0.040800029804352926,-0.770485195098932
355,Poland,2014,-0.09451584400225607,-0.39981649647673934,0.4971880810959883,0.20745488734027848,-0.051123254288892826,-0.8112068366998461
356,Poland,2015,-0.0070011736297973795,-0.3382919838893406,0.363033895919967,0.25960835063811366,-0.03424278079687175,-0.7534083776533873
357,Poland,2016,0.27742150508068714,-0.2878418835676737,0.4459414266085163,0.2856850822870317,-0.0065454492377601875,-0.5721313924622198
358,Poland,2017,0.0805134967426582,-0.18817217317608753,0.5101027875888097,0.3639152772337845,0.011943372217771187,-0.37509119116747175
369,Portugal,2011,-0.4445745254920846,-1.3780562466163784,-0.4125201805118249,-0.5487703304783345,-0.25049916573426423,-1.420717859371599
370,Portugal,2012,0.40869351063937365,-1.210709572378654,-0.4060475616549026,-0.574847062127252,-0.280973410574124,-1.7175917626556851
372,Portugal,2014,-1.0462378843027311,-0.8071087698053185,-0.40432254766709075,-0.6530772570740051,-0.2880045478208538,-1.7162781613137197
373,Portugal,2015,-1.1118738870820737,-0.6545279785885699,-0.39597225871724057,-0.496616867180499,-0.28418831146993534,-1.6886925331324552
374,Portugal,2016,-0.6633612014232297,-0.5696241512179601,-0.38913326520803965,-0.496616867180499,-0.27871167125043766,-1.5941132365109763
375,Portugal,2017,-0.6852398690163445,-0.5056386581270654,-0.37791304148200694,0.024917765797854863,-0.2631756761341635,-1.311688947988505
376,Portugal,2018,-0.6633612014232297,-0.39366404521799936,-0.37701237046182196,-0.5487703304783345,-0.25338557591877825,-0.9399397682124154
377,Portugal,2019,-0.5430285296610998,-0.2029380561970638,-0.3890874683765048,-0.6270005254250874,-0.20325035424373053,-0.653574675664049
378,Portugal,2020,-0.4226958578989715,-0.0688146187565342,-0.41630605191870396,-0.7834609153185935,-0.3347615207600461,-0.6299298515086785
379,Portugal,2021,-0.7289972042025739,0.19697127562102815,-0.4090548869256896,-0.8095376469675113,-0.301634219792878,-0.5156465347577253
380,Portugal,2022,-0.5649071972542146,0.2351164734252152,-0.3782488849132623,-0.7573841836696759,-0.21017558464911307,-0.5786993991720445
386,Romania,2011,-0.9806018815233871,-1.7558167539030067,-0.42409151327962463,-0.8877678419142643,-0.4088532289540765,-1.6164444593243814
387,Romania,2012,-0.8930872111509299,-1.6770653777911362,-0.4330066298184044,-0.9659980368610173,-0.4150299313451914,-1.8069166539093036
389,Romania,2014,-0.5867858648473292,-1.5761651771478022,-0.44010513870630263,-1.226765353350194,-0.4020680109830174,-1.6873789317904908
390,Romania,2015,-0.553967863457658,-1.5269455670778833,-0.3997123332925848,-1.226765353350194,-0.3989661970533904,-1.1566839896366377
391,Romania,2016,-0.49927119447487206,-1.5318675280848753,-0.4085663873893181,-1.2789188166480296,-0.4025993402209628,-0.7665443910730368
392,Romania,2017,-0.6524218676266716,-1.483878408266704,-0.3832865363820933,-1.226765353350194,-0.394340401627089,-0.6089122300372387
393,Romania,2018,-0.4992711944748705,-1.4752649765044685,-0.34730549240623054,-1.1746118900523588,-0.3989285013979956,-0.4447120622916158
394,Romania,2019,-0.3133025199333997,-1.4100489931618259,-0.3531827524532001,-1.226765353350194,-0.3931718363098511,-0.3737775898255075
395,Romania,2020,-0.3898778565093003,-1.3989745808960938,-0.37594377772600934,-1.304995548296947,-0.4275430939050467,-0.35275996835406775
396,Romania,2021,-0.8602692097612588,-1.3657513440988989,-0.35748765461747384,-1.226765353350194,-0.4196844472708412,0.08992368388813247
397,Romania,2022,-0.5867858648473292,-1.2746950654695486,-0.3357494252489424,-1.2528420849991118,-0.39181299768442995,0.23704703418821074
403,Slovakia,2011,-2.074535261179105,-1.2746950654695486,-0.4652170679978997,-0.2358495506913222,-0.4331184608410545,-0.9872294165231543
404,Slovakia,2012,-1.844809251451405,-1.1836387868401983,-0.4652628648294345,-0.41838667223374604,-0.43822352960023225,-0.5773857978300792
406,Slovakia,2014,-1.4509932347753471,-1.0975044692178406,-0.4522870958945667,-0.47054013553158125,-0.4301656345017973,-0.5432321629389898
407,Slovakia,2015,-1.4728719023684602,-1.0089091710919862,-0.4501346448124299,-0.44446340388266364,-0.41007205514517414,-0.43420325155589595
408,Slovakia,2016,-1.0899952194889588,-0.895704067931173,-0.4540579067139134,-0.41838667223374604,-0.3941716686934172,-0.4079312247165968
409,Slovakia,2017,-1.3306605630132171,-0.7824989647703591,-0.4542563596505643,-0.3662332089359106,-0.38382151874073817,-0.30941112406922283
410,Slovakia,2018,-1.2322065588442035,-0.6397620955675941,-0.45283665787298466,-0.3401564772869928,-0.37960499043015145,-0.27657109052009776
411,Slovakia,2019,-1.2103278912510889,-0.5019471873718214,-0.4505468162962433,-0.47054013553158125,-0.37349111413136116,-0.1675421791370051
412,Slovakia,2020,-1.0899952194889588,-0.42934826251869096,-0.4540579067139134,-0.7052307203718404,-0.4295858394212015,-0.10186211203875498
413,Slovakia,2021,-1.0571772180992878,-0.34321394489633245,-0.44979880138117445,-0.5226935988294167,-0.4359815356198479,-0.02304603152085649
414,Slovakia,2022,-0.958723213930274,-0.1697148193998681,-0.4537067976721464,-0.7052307203718404,-0.3985605200000943,0.0794148731524126
420,Slovenia,2011,-1.702597912096162,-0.7591196499871479,-0.45387471938777413,-0.5487703304783345,-0.49080358378231237,-0.6391250609024342
421,Slovenia,2012,-1.2322065588442035,-0.5782375829801955,-0.44998198870731376,-0.6009237937761697,-0.4912182359916549,-0.4578480757112665
